qpc,native_working_set_bytes,wrapper_working_set_bytes,aggregate_working_set_bytes
1479881788401,298946560,81674240,380620800
1479881943865,298946560,81674240,380620800
1479882099081,298946560,81674240,380620800
1479882253666,298946560,81674240,380620800
1479882410048,298946560,81674240,380620800
1479882569308,298946560,81674240,380620800
1479882724925,298946560,81674240,380620800
1479882879858,298946560,81674240,380620800
1479883035136,298946560,81674240,380620800
1479883187981,298946560,81674240,380620800
1479883344856,298946560,81674240,380620800
1479883496111,298946560,81674240,380620800
1479883652271,298946560,81674240,380620800
1479883806902,297701376,81674240,379375616
1479883967694,299311104,81674240,380985344
1479884103372,299388928,81678336,381067264
1479884277472,299388928,81674240,381063168
1479884432475,299388928,81674240,381063168
1479884588105,299388928,81674240,381063168
1479884743194,299388928,81674240,381063168
1479884898057,299388928,81674240,381063168
1479885053957,299388928,81674240,381063168
1479885209383,299388928,81674240,381063168
1479885368382,299388928,81674240,381063168
1479885524618,299388928,81674240,381063168
1479885680577,299388928,81674240,381063168
1479885834879,299388928,81674240,381063168
1479885989641,299388928,81674240,381063168
1479886145129,299388928,81674240,381063168
1479886300275,299388928,81674240,381063168
1479886455300,299388928,81674240,381063168
1479886610997,299388928,81674240,381063168
1479886767054,299388928,81674240,381063168
1479886921994,299388928,81674240,381063168
1479887076916,299388928,81674240,381063168
1479887231580,299388928,81674240,381063168
1479887386595,299388928,81674240,381063168
1479887541597,299388928,81674240,381063168
1479887695378,299388928,81674240,381063168
1479887851907,299388928,81674240,381063168
1479888007827,299388928,81674240,381063168
1479888161805,299388928,81674240,381063168
1479888317095,299388928,81674240,381063168
1479888473789,299388928,81674240,381063168
1479888629322,298319872,81674240,379994112
1479888783940,299483136,81674240,381157376
1479888934186,299577344,81678336,381255680
1479889095708,299577344,81674240,381251584
1479889250971,299577344,81674240,381251584
1479889402405,299577344,81674240,381251584
1479889558668,299577344,81674240,381251584
1479889710988,299577344,81674240,381251584
1479889866787,299577344,81674240,381251584
1479890018264,299577344,81674240,381251584
1479890173382,299577344,81674240,381251584
1479890328645,299577344,81674240,381251584
1479890490066,299577344,81674240,381251584
1479890637706,299577344,81674240,381251584
1479890793125,299577344,81674240,381251584
1479890948525,299577344,81674240,381251584
1479891104312,299577344,81674240,381251584
1479891259626,299577344,81674240,381251584
1479891411724,299577344,81674240,381251584
1479891568788,299577344,81674240,381251584
1479891720155,299577344,81674240,381251584
1479891877325,299577344,81674240,381251584
1479892031821,299577344,81674240,381251584
1479892186235,299577344,81674240,381251584
1479892339371,299577344,81674240,381251584
1479892494090,299577344,81674240,381251584
1479892647551,299577344,81674240,381251584
1479892803692,299577344,81674240,381251584
1479892959456,299577344,81674240,381251584
1479893115716,299577344,81674240,381251584
1479893270856,299577344,81674240,381251584
1479893425562,298364928,81674240,380039168
1479893580354,299761664,81674240,381435904
1479893735508,299765760,81674240,381440000
1479893745656,299810816,81678336,381489152
1479893891320,299810816,81674240,381485056
1479894046434,299810816,81674240,381485056
1479894201728,299810816,81674240,381485056
1479894356971,299810816,81674240,381485056
1479894513379,299810816,81674240,381485056
1479894668107,299810816,81674240,381485056
1479894824780,299810816,81674240,381485056
1479894980138,299810816,81674240,381485056
1479895135564,299810816,81674240,381485056
1479895290517,299810816,81674240,381485056
1479895447051,299810816,81674240,381485056
1479895602075,299810816,81674240,381485056
1479895761387,299810816,81674240,381485056
1479895913370,299810816,81674240,381485056
1479896070266,299810816,81674240,381485056
1479896225660,299810816,81674240,381485056
1479896381930,299810816,81674240,381485056
1479896537726,299810816,81674240,381485056
1479896692997,299810816,81674240,381485056
1479896848561,299810816,81674240,381485056
1479897003680,299810816,81674240,381485056
1479897158370,299810816,81674240,381485056
1479897313744,299810816,81674240,381485056
1479897469714,299810816,81674240,381485056
1479897624893,299810816,81674240,381485056
1479897779922,299810816,81674240,381485056
1479897934883,299810816,81674240,381485056
1479898090822,299810816,81674240,381485056
1479898246619,299667456,81674240,381341696
1479898400471,299667456,81674240,381341696
1479898443264,299679744,81678336,381358080
1479898554031,299679744,81674240,381353984
1479898708567,299679744,81674240,381353984
1479898867824,299679744,81674240,381353984
1479899023431,299679744,81674240,381353984
1479899179161,299679744,81674240,381353984
1479899335153,299679744,81674240,381353984
1479899489578,299679744,81674240,381353984
1479899644588,299679744,81674240,381353984
1479899799831,299679744,81674240,381353984
1479899955343,299679744,81674240,381353984
1479900110738,299679744,81674240,381353984
1479900276730,299679744,81674240,381353984
1479900424712,299679744,81674240,381353984
1479900581323,299679744,81674240,381353984
1479900736351,299679744,81674240,381353984
1479900890893,299679744,81674240,381353984
1479901047163,299679744,81674240,381353984
1479901202659,299679744,81674240,381353984
1479901356382,299679744,80625664,380305408
1479901508540,299679744,80625664,380305408
1479901663750,299679744,80625664,380305408
1479901818653,299679744,80625664,380305408
1479901975583,299679744,80625664,380305408
1479902130568,299679744,80625664,380305408
1479902284669,299679744,80625664,380305408
1479902440293,299679744,80625664,380305408
1479902595122,299679744,80625664,380305408
1479902751391,299679744,80625664,380305408
1479902905411,299679744,80625664,380305408
1479903067307,300302336,80625664,380928000
1479903222445,300302336,80625664,380928000
1479903247310,300396544,80629760,381026304
1479903377606,300396544,80625664,381022208
1479903531222,300396544,80625664,381022208
1479903683764,300396544,80625664,381022208
1479903837817,300396544,80625664,381022208
1479903993166,300396544,80625664,381022208
1479904147755,300396544,80625664,381022208
1479904303388,300396544,80625664,381022208
1479904458088,300396544,80625664,381022208
1479904614185,300396544,80625664,381022208
1479904769068,300396544,80625664,381022208
1479904930408,300396544,80625664,381022208
1479905085846,300396544,80625664,381022208
1479905240664,300396544,80625664,381022208
1479905394371,300396544,80625664,381022208
1479905550562,300396544,80625664,381022208
1479905705777,300396544,80625664,381022208
1479905861499,300396544,80625664,381022208
1479906012424,300396544,80625664,381022208
1479906168916,300396544,80625664,381022208
1479906323493,300396544,80625664,381022208
1479906478761,300396544,80625664,381022208
1479906632453,300396544,80625664,381022208
1479906788509,300396544,80625664,381022208
1479906940175,300396544,80625664,381022208
1479907095106,300396544,80625664,381022208
1479907249408,300396544,80625664,381022208
1479907405775,300396544,80625664,381022208
1479907559041,300396544,80625664,381022208
1479907714233,300396544,80625664,381022208
1479907869468,300548096,80625664,381173760
1479908023878,300548096,80625664,381173760
1479908046887,300568576,80629760,381198336
1479908181187,300568576,80625664,381194240
1479908334265,300568576,80625664,381194240
1479908488911,300568576,80625664,381194240
1479908644516,300568576,80625664,381194240
1479908799490,300568576,80625664,381194240
1479908952393,300568576,80625664,381194240
1479909109020,300568576,80625664,381194240
1479909269089,300568576,80625664,381194240
1479909424733,300568576,80625664,381194240
1479909576050,300568576,80625664,381194240
1479909730253,300568576,80625664,381194240
1479909890488,300568576,80625664,381194240
1479910039861,300568576,80625664,381194240
1479910194381,300568576,80625664,381194240
1479910350460,300568576,80625664,381194240
1479910504946,300568576,80625664,381194240
1479910666200,300568576,80625664,381194240
1479910822689,300568576,80625664,381194240
1479910977460,300568576,80625664,381194240
1479911133751,300568576,80625664,381194240
1479911287616,300568576,80625664,381194240
1479911443194,300568576,80625664,381194240
1479911594581,300568576,80625664,381194240
1479911747867,300568576,80625664,381194240
1479911905307,300568576,80625664,381194240
1479912059415,300593152,80625664,381218816
1479912213982,300634112,80625664,381259776
1479912368067,300634112,80625664,381259776
1479912529472,300634112,80625664,381259776
1479912684571,300421120,80625664,381046784
1479912840420,300421120,80625664,381046784
1479912866796,300445696,80629760,381075456
1479912993060,300445696,80625664,381071360
1479913147734,300445696,80625664,381071360
1479913303626,300445696,80625664,381071360
1479913454987,300445696,80625664,381071360
1479913610161,300445696,80625664,381071360
1479913769413,300445696,80625664,381071360
1479913924641,300445696,80625664,381071360
1479914080139,300445696,80625664,381071360
1479914234146,300445696,80625664,381071360
1479914389350,300445696,80625664,381071360
1479914545144,300445696,80625664,381071360
1479914699920,300445696,80625664,381071360
1479914854916,300445696,80625664,381071360
1479915012963,300445696,80625664,381071360
1479915169264,300445696,80625664,381071360
1479915324750,300445696,80625664,381071360
1479915479897,300445696,80625664,381071360
1479915635080,300445696,80625664,381071360
1479915790919,300445696,80625664,381071360
1479915946032,300445696,80625664,381071360
1479916101120,300445696,80625664,381071360
1479916257194,300445696,80625664,381071360
1479916411619,300445696,80625664,381071360
1479916567010,300445696,80625664,381071360
1479916723536,300445696,80625664,381071360
1479916879516,300445696,80625664,381071360
1479917034168,300445696,80625664,381071360
1479917189534,300445696,80625664,381071360
1479917343679,299196416,80625664,379822080
1479917498786,301047808,80625664,381673472
1479917654746,301051904,80625664,381677568
1479917686140,301125632,80629760,381755392
1479917810214,301125632,80625664,381751296
1479917970591,301125632,80625664,381751296
1479918125023,301125632,80625664,381751296
1479918280269,301125632,80625664,381751296
1479918435546,301125632,80625664,381751296
1479918590412,301125632,80625664,381751296
1479918742897,301125632,80625664,381751296
1479918897986,301125632,80625664,381751296
1479919053125,301125632,80625664,381751296
1479919215660,301125632,80625664,381751296
1479919364302,301125632,80625664,381751296
1479919518564,301125632,80625664,381751296
1479919674354,301125632,80625664,381751296
1479919829733,301125632,80625664,381751296
1479919983755,301125632,80625664,381751296
1479920139410,301125632,80625664,381751296
1479920292866,301125632,80625664,381751296
1479920448270,301125632,80625664,381751296
1479920603645,301125632,80625664,381751296
1479920758964,301125632,80625664,381751296
1479920915300,301125632,80625664,381751296
1479921070073,301125632,80625664,381751296
1479921223590,301125632,80625664,381751296
1479921378666,301125632,80625664,381751296
1479921533985,301125632,80625664,381751296
1479921688376,301125632,80625664,381751296
1479921842141,301125632,80625664,381751296
1479921997737,301125632,80625664,381751296
1479922148733,299872256,80625664,380497920
1479922304370,301166592,80625664,381792256
1479922460401,301170688,80625664,381796352
1479922475403,301375488,80629760,382005248
1479922612995,301375488,80625664,382001152
1479922769386,301375488,80625664,382001152
1479922925250,301375488,80625664,382001152
1479923080196,301375488,80625664,382001152
1479923235326,301375488,80625664,382001152
1479923392169,301375488,80625664,382001152
1479923546884,301375488,80625664,382001152
1479923700819,301375488,80625664,382001152
1479923853036,301375488,80625664,382001152
1479924004734,301375488,80625664,382001152
1479924158965,301375488,80625664,382001152
1479924314780,301375488,80625664,382001152
1479924470106,301375488,80625664,382001152
1479924623342,301375488,80625664,382001152
1479924779290,301375488,80625664,382001152
1479924934943,301375488,80625664,382001152
1479925090825,301375488,80625664,382001152
1479925244767,301375488,80625664,382001152
1479925401012,301375488,80625664,382001152
1479925555129,301375488,80625664,382001152
1479925710973,301375488,80625664,382001152
1479925872268,301375488,80625664,382001152
1479926027382,301375488,80625664,382001152
1479926183252,301375488,80625664,382001152
1479926337525,301375488,80625664,382001152
1479926493100,301375488,80625664,382001152
1479926648923,301375488,80625664,382001152
1479926805726,301375488,80625664,382001152
1479926957306,300154880,80625664,380780544
1479927110045,300830720,80625664,381456384
1479927261781,300843008,80625664,381468672
1479927266064,300863488,80629760,381493248
1479927417154,300863488,80625664,381489152
1479927572319,300863488,80625664,381489152
1479927727505,300863488,80625664,381489152
1479927883193,300863488,80625664,381489152
1479928039375,300863488,80625664,381489152
1479928194834,300863488,80625664,381489152
1479928349993,300863488,80625664,381489152
1479928505593,300863488,80625664,381489152
1479928660648,300863488,80625664,381489152
1479928821328,300863488,80625664,381489152
1479928972549,300863488,80625664,381489152
1479929127998,300863488,80625664,381489152
1479929281185,300863488,80625664,381489152
1479929434235,300863488,80625664,381489152
1479929588596,300863488,80625664,381489152
1479929743729,300863488,80625664,381489152
1479929899608,300863488,80625664,381489152
1479930054557,300863488,80625664,381489152
1479930210528,300863488,80625664,381489152
1479930370362,300863488,80625664,381489152
1479930525725,300863488,80625664,381489152
1479930681419,300863488,80625664,381489152
1479930840543,300863488,80625664,381489152
1479930996584,300863488,80625664,381489152
1479931151006,300863488,80625664,381489152
1479931306016,300863488,80625664,381489152
1479931466805,300863488,80625664,381489152
1479931627283,300863488,80625664,381489152
1479931783055,299712512,80625664,380338176
1479931938140,300924928,80625664,381550592
1479932093277,300924928,80625664,381550592
1479932118657,300961792,80629760,381591552
1479932248166,300961792,80625664,381587456
1479932403772,300961792,80625664,381587456
1479932558756,300961792,80625664,381587456
1479932716405,300961792,80625664,381587456
1479932871931,300961792,80625664,381587456
1479933026771,300961792,80625664,381587456
1479933181248,300961792,80625664,381587456
1479933337058,300961792,80625664,381587456
1479933490458,300961792,80625664,381587456
1479933646441,300961792,80625664,381587456
1479933802338,300961792,80625664,381587456
1479933956516,300961792,80625664,381587456
1479934112867,300961792,80625664,381587456
1479934267495,300961792,80625664,381587456
1479934419413,300961792,80625664,381587456
1479934574160,300961792,80625664,381587456
1479934728314,300961792,80625664,381587456
1479934883674,300957696,80625664,381583360
1479935039308,300957696,80625664,381583360
1479935193390,300957696,80625664,381583360
1479935348082,300957696,80625664,381583360
1479935504615,300957696,80625664,381583360
1479935658449,300957696,80625664,381583360
1479935812948,300957696,80625664,381583360
1479935969412,300957696,80625664,381583360
1479936124563,300957696,80625664,381583360
1479936280253,300957696,80625664,381583360
1479936434879,300957696,80625664,381583360
1479936588836,299741184,80625664,380366848
1479936743974,301006848,80625664,381632512
1479936899364,301006848,80625664,381632512
1479936910699,301039616,80629760,381669376
1479937056331,301039616,80625664,381665280
1479937210829,301039616,80625664,381665280
1479937370737,301039616,80625664,381665280
1479937525509,301039616,80625664,381665280
1479937682048,301039616,80625664,381665280
1479937835901,301039616,80625664,381665280
1479937991339,301039616,80625664,381665280
1479938147339,301039616,80625664,381665280
1479938302280,301039616,80625664,381665280
1479938464950,301039616,80625664,381665280
1479938611639,301039616,80625664,381665280
1479938769167,301039616,80625664,381665280
1479938926225,301039616,80625664,381665280
1479939079977,301039616,80625664,381665280
1479939235778,301039616,80625664,381665280
1479939389011,301039616,80625664,381665280
1479939544518,301039616,80625664,381665280
1479939698921,301039616,80625664,381665280
1479939854393,301039616,80625664,381665280
1479940008329,301039616,80625664,381665280
1479940169599,301039616,80625664,381665280
1479940324296,301039616,80625664,381665280
1479940480191,301039616,80625664,381665280
1479940633017,301039616,80625664,381665280
1479940788311,301039616,80625664,381665280
1479940943796,301039616,80625664,381665280
1479941099492,301039616,80625664,381665280
1479941253473,301039616,80625664,381665280
1479941409609,299827200,80625664,380452864
1479941569844,301133824,80625664,381759488
1479941718341,301158400,80629760,381788160
1479941879782,301158400,80625664,381784064
1479942034902,301158400,80625664,381784064
1479942189027,301158400,80625664,381784064
1479942344327,301158400,80625664,381784064
1479942499164,301158400,80625664,381784064
1479942652601,301158400,80625664,381784064
1479942805239,301158400,80625664,381784064
1479942960428,301158400,80625664,381784064
1479943110990,301158400,80625664,381784064
1479943267115,301158400,80625664,381784064
1479943418599,301158400,80625664,381784064
1479943574898,301158400,80625664,381784064
1479943729833,301158400,80625664,381784064
1479943886138,301158400,80625664,381784064
1479944040408,301158400,80625664,381784064
1479944195454,301158400,80625664,381784064
1479944350355,301158400,80625664,381784064
1479944506385,301158400,80625664,381784064
1479944661554,301158400,80625664,381784064
1479944814516,301158400,80625664,381784064
1479944969967,301158400,80625664,381784064
1479945124195,301158400,80625664,381784064
1479945279531,301158400,80625664,381784064
1479945434730,301158400,80625664,381784064
1479945590039,301158400,80625664,381784064
1479945745213,301158400,80625664,381784064
1479945900574,301158400,80625664,381784064
1479946056056,301158400,80625664,381784064
1479946211778,299937792,80625664,380563456
1479946371120,301985792,80625664,382611456
1479946526035,301985792,80625664,382611456
1479946542981,302354432,80629760,382984192
1479946682899,302354432,80625664,382980096
1479946836576,302354432,80625664,382980096
1479946991456,302354432,80625664,382980096
1479947146931,302354432,80625664,382980096
1479947303057,302354432,80625664,382980096
1479947457420,302354432,80625664,382980096
1479947612144,302354432,80625664,382980096
1479947768522,302354432,80625664,382980096
1479947919712,302354432,80625664,382980096
1479948081820,302354432,80625664,382980096
1479948230123,302354432,80625664,382980096
1479948383895,302354432,80625664,382980096
1479948538671,302354432,80625664,382980096
1479948690635,302354432,80625664,382980096
1479948846300,302354432,80625664,382980096
1479948999813,302354432,80625664,382980096
1479949154596,302354432,80625664,382980096
1479949309987,302354432,80625664,382980096
1479949461579,302354432,80625664,382980096
1479949617146,302354432,80625664,382980096
1479949772334,302354432,80625664,382980096
1479949929357,302354432,80625664,382980096
1479950080582,302354432,80625664,382980096
1479950235485,302354432,80625664,382980096
1479950390763,302354432,80625664,382980096
1479950546335,302354432,80625664,382980096
1479950701180,302354432,80625664,382980096
1479950857012,302354432,80625664,382980096
1479951011608,301109248,80625664,381734912
1479951167012,302710784,80625664,383336448
1479951321013,302710784,80625664,383336448
1479951346915,302731264,80629760,383361024
1479951478120,302731264,80625664,383356928
1479951632789,302731264,80625664,383356928
1479951783964,302731264,80625664,383356928
1479951939506,302731264,80625664,383356928
1479952093762,302731264,80625664,383356928
1479952246652,302731264,80625664,383356928
1479952401304,302731264,80625664,383356928
1479952556987,302731264,80625664,383356928
1479952708097,302731264,80625664,383356928
1479952868753,302731264,80625664,383356928
1479953023568,302702592,80625664,383328256
1479953179398,302702592,80625664,383328256
1479953336389,302702592,80625664,383328256
1479953488512,302702592,80625664,383328256
1479953643410,302702592,80625664,383328256
1479953796271,302702592,80625664,383328256
1479953951800,302702592,80625664,383328256
1479954105738,302702592,80625664,383328256
1479954261834,302702592,80625664,383328256
1479954414692,302702592,80625664,383328256
1479954571394,302702592,80625664,383328256
1479954727723,302702592,80625664,383328256
1479954882248,302702592,80625664,383328256
1479955037080,302702592,80625664,383328256
1479955188621,302702592,80625664,383328256
1479955345180,302702592,80625664,383328256
1479955498800,302702592,80625664,383328256
1479955653065,302702592,80625664,383328256
1479955805604,302043136,80625664,382668800
1479955961690,302141440,80625664,382767104
1479956113611,302141440,80625664,382767104
1479956143550,302170112,80629760,382799872
1479956267503,302170112,80625664,382795776
1479956421682,302170112,80625664,382795776
1479956576427,302170112,80625664,382795776
1479956733204,302170112,80625664,382795776
1479956884662,302170112,80625664,382795776
1479957039390,302170112,80625664,382795776
1479957191488,302170112,80625664,382795776
1479957346641,302170112,80625664,382795776
1479957499831,302170112,80625664,382795776
1479957660848,302170112,80625664,382795776
1479957809815,302170112,80625664,382795776
1479957969382,302170112,80625664,382795776
1479958125183,302170112,80625664,382795776
1479958280279,302170112,80625664,382795776
1479958436328,302170112,80625664,382795776
1479958589856,302170112,80625664,382795776
1479958742341,302170112,80625664,382795776
1479958897934,302170112,80625664,382795776
1479959049826,302170112,80625664,382795776
1479959204334,302170112,80625664,382795776
1479959359659,302170112,80625664,382795776
1479959514832,302170112,80625664,382795776
1479959668588,302170112,80625664,382795776
1479959824353,302170112,80625664,382795776
1479959979664,302170112,80625664,382795776
1479960134931,302170112,80625664,382795776
1479960289898,302170112,80625664,382795776
1479960444689,302170112,80625664,382795776
1479960602200,301060096,80625664,381685760
1479960757323,302215168,80625664,382840832
1479960911864,302215168,80625664,382840832
1479960951537,302243840,80629760,382873600
1479961070830,302243840,80625664,382869504
1479961225999,302243840,80625664,382869504
1479961381279,302243840,80625664,382869504
1479961536224,302243840,80625664,382869504
1479961691626,302243840,80625664,382869504
1479961846969,302243840,80625664,382869504
1479962003013,302243840,80625664,382869504
1479962157361,302243840,80625664,382869504
1479962312601,302243840,80625664,382869504
1479962471911,302243840,80625664,382869504
1479962627059,302243840,80625664,382869504
1479962782045,302243840,80625664,382869504
1479962934151,302243840,80625664,382869504
1479963088268,302243840,80625664,382869504
1479963243332,302243840,80625664,382869504
1479963399464,302243840,80625664,382869504
1479963553957,302243840,80625664,382869504
1479963709487,302243840,80625664,382869504
1479963868810,302243840,80625664,382869504
1479964024167,302243840,80625664,382869504
1479964180686,302243840,80625664,382869504
1479964331847,302243840,80625664,382869504
1479964485297,302243840,80625664,382869504
1479964640975,302243840,80625664,382869504
1479964793475,302243840,80625664,382869504
1479964949762,302243840,80625664,382869504
1479965104741,302243840,80625664,382869504
1479965259232,302243840,80625664,382869504
1479965415097,301031424,80625664,381657088
1479965569265,302645248,80625664,383270912
1479965726387,302645248,80625664,383270912
1479965744830,302669824,80629760,383299584
1479965880105,302669824,80625664,383295488
1479966038472,302669824,80625664,383295488
1479966189365,302669824,80625664,383295488
1479966344114,302669824,80625664,383295488
1479966501630,302669824,80625664,383295488
1479966656496,302669824,80625664,383295488
1479966807883,302669824,80625664,383295488
1479966960669,302669824,80625664,383295488
1479967114435,302669824,80625664,383295488
1479967270820,302669824,80625664,383295488
1479967432469,302669824,80625664,383295488
1479967579610,302669824,80625664,383295488
1479967731409,302669824,80625664,383295488
1479967884743,302669824,80625664,383295488
1479968040024,302669824,80625664,383295488
1479968195748,302669824,80625664,383295488
1479968350722,302669824,80625664,383295488
1479968502810,302669824,80625664,383295488
1479968657444,302669824,80625664,383295488
1479968812042,302669824,80625664,383295488
1479968967796,302669824,80625664,383295488
1479969120845,302669824,80625664,383295488
1479969274748,302669824,80625664,383295488
1479969430432,302669824,80625664,383295488
1479969583733,302669824,80625664,383295488
1479969738697,302669824,80625664,383295488
1479969894476,302669824,80625664,383295488
1479970048779,302669824,80625664,383295488
1479970204194,301625344,80625664,382251008
1479970357037,302645248,80625664,383270912
1479970510828,302645248,80625664,383270912
1479970525936,302669824,80629760,383299584
1479970670975,302669824,80625664,383295488
1479970832910,302669824,80625664,383295488
1479970985255,302669824,80625664,383295488
1479971143049,302669824,80625664,383295488
1479971297432,302669824,80625664,383295488
1479971452365,302669824,80625664,383295488
1479971604046,302669824,80625664,383295488
1479971759414,302669824,80625664,383295488
1479971915164,302669824,80625664,383295488
1479972071014,302669824,80625664,383295488
1479972226957,302669824,80625664,383295488
1479972380934,302669824,80625664,383295488
1479972535160,302669824,80625664,383295488
1479972691153,302669824,80625664,383295488
1479972845869,302669824,80625664,383295488
1479972997479,302669824,80625664,383295488
1479973149540,302669824,80625664,383295488
1479973305670,302669824,80625664,383295488
1479973461033,302669824,80625664,383295488
1479973613987,302669824,80625664,383295488
1479973769201,302669824,80625664,383295488
1479973922442,302669824,80625664,383295488
1479974076876,302669824,80625664,383295488
1479974232937,302669824,80625664,383295488
1479974387275,302669824,80625664,383295488
1479974543066,302669824,80625664,383295488
1479974697767,302669824,80625664,383295488
1479974859686,302669824,80625664,383295488
1479975011043,301449216,80625664,382074880
1479975172996,302747648,80625664,383373312
1479975327979,302747648,80625664,383373312
1479975346619,302772224,80629760,383401984
1479975479334,302772224,80625664,383397888
1479975635290,302772224,80625664,383397888
1479975785698,302772224,80625664,383397888
1479975941243,302772224,80625664,383397888
1479976096628,302772224,80625664,383397888
1479976251685,302772224,80625664,383397888
1479976407917,302772224,80625664,383397888
1479976567852,302772224,80625664,383397888
1479976722687,302772224,80625664,383397888
1479976879417,302772224,80625664,383397888
1479977040855,302772224,80625664,383397888
1479977188181,302772224,80625664,383397888
1479977343871,302772224,80625664,383397888
1479977498156,302772224,80625664,383397888
1479977653183,302772224,80625664,383397888
1479977808986,302772224,80625664,383397888
1479977969546,302772224,80625664,383397888
1479978124093,302772224,80625664,383397888
1479978280553,302772224,80625664,383397888
1479978435925,302772224,80625664,383397888
1479978588917,302772224,80625664,383397888
1479978745609,302772224,80625664,383397888
1479978900915,302772224,80625664,383397888
1479979054925,302772224,80625664,383397888
1479979210366,302772224,80625664,383397888
1479979369088,302772224,80625664,383397888
1479979524679,302772224,80625664,383397888
1479979680220,302772224,80625664,383397888
1479979840371,301604864,80625664,382230528
1479979996044,302792704,80625664,383418368
1479980152544,302796800,80625664,383422464
1479980176752,303104000,80629760,383733760
1479980305976,303104000,80625664,383729664
1479980460273,303104000,80625664,383729664
1479980611809,303104000,80625664,383729664
1479980766996,303104000,80625664,383729664
1479980922665,303104000,80625664,383729664
1479981077394,303104000,80625664,383729664
1479981228843,303104000,80625664,383729664
1479981384072,303104000,80625664,383729664
1479981540713,303104000,80625664,383729664
1479981695538,303104000,80625664,383729664
1479981850141,303104000,80625664,383729664
1479982006492,303104000,80625664,383729664
1479982162070,303104000,80625664,383729664
1479982315992,303104000,80625664,383729664
1479982473052,303104000,80625664,383729664
1479982627224,303104000,80625664,383729664
1479982782636,303104000,80625664,383729664
1479982937187,303104000,80625664,383729664
1479983088813,303104000,80625664,383729664
1479983244792,303104000,80625664,383729664
1479983399288,303104000,80625664,383729664
1479983556829,303104000,80625664,383729664
1479983711448,303104000,80625664,383729664
1479983872645,303104000,80625664,383729664
1479984028070,303104000,80625664,383729664
1479984182123,303104000,80625664,383729664
1479984337026,303104000,80625664,383729664
1479984494280,303104000,80625664,383729664
1479984649231,304951296,80625664,385576960
1479984803638,304951296,80625664,385576960
1479984866244,304975872,80629760,385605632
1479984956103,304975872,80625664,385601536
1479985110344,304975872,80625664,385601536
1479985270536,304975872,80625664,385601536
1479985425980,304975872,80625664,385601536
1479985582569,304975872,80625664,385601536
1479985738064,304975872,80625664,385601536
1479985892455,304975872,80625664,385601536
1479986048691,304975872,80625664,385601536
1479986203183,304975872,80625664,385601536
1479986355782,304975872,80625664,385601536
1479986512602,304975872,80625664,385601536
1479986679677,304975872,80625664,385601536
1479986826371,304975872,80625664,385601536
1479986980520,304975872,80625664,385601536
1479987137857,304975872,80625664,385601536
1479987287586,304975872,80625664,385601536
1479987441703,304975872,80625664,385601536
1479987596585,304975872,80625664,385601536
1479987751806,304975872,80625664,385601536
1479987907719,304975872,80625664,385601536
1479988061492,304975872,80625664,385601536
1479988217336,304975872,80625664,385601536
1479988369571,304975872,80625664,385601536
1479988525622,304975872,80625664,385601536
1479988680703,304975872,80625664,385601536
1479988835058,304975872,80625664,385601536
1479988990396,304975872,80625664,385601536
1479989143151,304975872,80625664,385601536
1479989298091,304975872,80625664,385601536
1479989453784,304046080,80625664,384671744
1479989608729,304050176,80625664,384675840
1479989669919,304066560,80629760,384696320
1479989769087,304066560,80625664,384692224
1479989923109,304066560,80625664,384692224
1479990083726,304066560,80625664,384692224
1479990240000,304066560,80625664,384692224
1479990395361,304066560,80625664,384692224
1479990550550,304066560,80625664,384692224
1479990705705,304066560,80625664,384692224
1479990860912,304066560,80625664,384692224
1479991016079,304066560,80625664,384692224
1479991171645,304066560,80625664,384692224
1479991327195,304066560,80625664,384692224
1479991482250,304066560,80625664,384692224
1479991638490,304066560,80625664,384692224
1479991792148,304066560,80625664,384692224
1479991947415,304066560,80625664,384692224
1479992102514,304066560,80625664,384692224
1479992258565,304066560,80625664,384692224
1479992413359,304066560,80625664,384692224
1479992569808,304066560,80625664,384692224
1479992724408,304066560,80625664,384692224
1479992881279,304066560,80625664,384692224
1479993036012,304066560,80625664,384692224
1479993187270,304066560,80625664,384692224
1479993342061,304066560,80625664,384692224
1479993495889,304066560,80625664,384692224
1479993649551,304066560,80625664,384692224
1479993801248,304066560,80625664,384692224
1479993956338,304066560,80625664,384692224
1479994110312,304066560,80625664,384692224
1479994270289,303226880,80625664,383852544
1479994425947,303226880,80625664,383852544
1479994466413,303247360,80629760,383877120
1479994581249,303247360,80625664,383873024
1479994734141,303247360,80625664,383873024
1479994888782,303247360,80625664,383873024
1479995043595,303247360,80625664,383873024
1479995196239,303247360,80625664,383873024
1479995347553,303247360,80625664,383873024
1479995503148,303247360,80625664,383873024
1479995657989,303247360,80625664,383873024
1479995813620,303247360,80625664,383873024
1479995968465,303247360,80625664,383873024
1479996124821,303247360,80625664,383873024
1479996287740,303247360,80625664,383873024
1479996435193,303247360,80625664,383873024
1479996590114,303247360,80625664,383873024
1479996742135,303247360,80625664,383873024
1479996896756,303247360,80625664,383873024
1479997050610,303247360,80625664,383873024
1479997202167,303247360,80625664,383873024
1479997357058,303247360,80625664,383873024
1479997509769,303247360,80625664,383873024
1479997671681,303247360,80625664,383873024
1479997825939,303247360,80625664,383873024
1479997982302,303247360,80625664,383873024
1479998137406,303247360,80625664,383873024
1479998291995,303247360,80625664,383873024
1479998448455,303247360,80625664,383873024
1479998602521,303247360,80625664,383873024
